ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,LGR_Conformance,Comment
paha1251-ihavetwosisters,paha1251,meri do penən,,,I have two sisters.,,,
sada1242-ihavetwosisters,sada1242,mor duiɡo bəhin ɑhe,,,I have two sisters.,,,
wagd1238-ihavetwosisters,wagd1238,mɑri be ben-e he,,,I have two sisters.,,,
west2380-ihavetwosisters,west2380,həmmər duɡo bəhin həu,,,I have two sisters.,,,
sans1269-ihavetwosisters,sans1269,məm dʋe bʰəɡinjɔ stəh,,,I have two sisters.,,,
sylh1242-ihavetwosisters,sylh1242,ɑmɑr duʈɑi boin ɑse,,,I have two sisters.,,,
urdu1245-ihavetwosisters,urdu1245,meri do behnẽ hɛ̃,,,I have two sisters.,,,
halb1244-ihavetwosisters,halb1244,močo dui ǰʰən bəhin asot,,,I have two sisters.,,,
maga1260-ihavetwosisters,maga1260,həmər du (ɡo) bəhin hət,,,I have two sisters.,,,
kull1236-ihavetwosisters,kull1236,meri dui bɛɳ-ɑ sɑ,,,I have two sisters.,,,
dogr1250-ihavethreesisters,dogr1250,merijə treɛ bɛɳən ɛ,,,I have three sisters.,,,
garh1243-ihavethreesisters,garh1243,mjɑr tin behen čʰi,,,I have three sisters.,,,
kuma1273-ihavethreesisters,kuma1273,mer tin beɳ-i čʰe,,,I have three sisters.,,,
gadd1242-ihavethreesisters,gadd1242,meri trɛ bɛn-en,,,I have three sisters.,,,
goan1235-ihavethreesisters,goan1235,mhɑkɑ t̪ɪn bʰəjɳɪ̃ ɑsɑt̪,,,I have three sisters.,,,
nepa1254-ihavethreesisters,nepa1254,mɛru tinʈɑ bəini əru čʰən,,,I have three sisters.,,,
kudm1238-ihavethreesisters,kudm1238,mər ʈenɑʈi behin ɑ:hət,,,I have three sisters.,,,
beng1280-ihavethreesisters,beng1280,ɑmɑr t̪ɪnʈe bon ɑčʰe,,,I have three sisters.,,,
assa1263-ihavethreesisters,assa1263,mor t̪ɪnɪdʒonɪ bʰoni ɑsɛ,,,I have three sisters.,,,
marw1260-ihavethreesisters,marw1260,mʰɑrɪ tɪn benɑ hɛ,,,I have three sisters.,,,
panj1256-ihavethreesisters,panj1256,merɪj̃ɑ t̪ɪnn bɛɳɑ hən,,,I have three sisters.,,,
adiv1239-ihavethreesisters,adiv1239,morə t̪ɪnotɪ bʰəʊɳɪ əčʰənt̪ɪ,,,I have three sisters.,,,
kash1277-ihavethreesisters,kash1277,meh čʰə trɛ beni,,,I have three sisters.,,,
mara1378-ihavethreesisters,mara1378,məɭɑ t̪ɪn bəhɪn ɑhet̪,,,I have three sisters.,,,
guja1252-ihavethreesisters,guja1252,mɑre t̪roɳ bəheɳo čʰe,,,I have three sisters.,,,
sind1272-ihavethreesisters,sind1272,munjɪ ʈre beɳru ən,,,I have three sisters.,,,
paha1251-ihavethreesisters,paha1251,meri trɛ penən,,,I have three sisters.,,,
sada1242-ihavethreesisters,sada1242,mor tinɡo bəhin ɑhe,,,I have three sisters.,,,
wagd1238-ihavethreesisters,wagd1238,mɑri trəɳ ben-e he,,,I have three sisters.,,,
west2380-ihavethreesisters,west2380,həmmər tinɡo bəhin həu,,,I have three sisters.,,,
sans1269-ihavethreesisters,sans1269,məm tisrəh bʰɑɡinjəh sənti,,,I have three sisters.,,,
sylh1242-ihavethreesisters,sylh1242,ɑmɑr tinʈɑ boin ɑse,,,I have three sisters.,,,
urdu1245-ihavethreesisters,urdu1245,meri tin behnẽ hɛ̃,,,I have three sisters.,,,
halb1244-ihavethreesisters,halb1244,močo tin ǰʰən bəhin asot,,,I have three sisters.,,,
maga1260-ihavethreesisters,maga1260,həmər tin (ɡo) bəhin hət,,,I have three sisters.,,,
kull1236-ihavethreesisters,kull1236,meri trɑi bɛɳɑ-sɑ,,,I have three sisters.,,,
dogr1250-ihaveonealmirah,dogr1250,mere koɭ ək əlmɑri ɛ,,,I have one almirah.,,,
garh1243-ihaveonealmirah,garh1243,mjɑr pɑs ek əlmɑri čə,,,I have one almirah.,,,
kuma1273-ihaveonealmirah,kuma1273,mer pɑs ek əlmɑri čʰu,,,I have one almirah.,,,
gadd1242-ihaveonealmirah,gadd1242,mere ək əlmɑri ɑ,,,I have one almirah.,,,
goan1235-ihaveonealmirah,goan1235,mhəzɛ lɑɡɪ̃ ek ɑrmɑr ɑsɑ,,,I have one almirah.,,,
nepa1254-ihaveonealmirah,nepa1254,meru eoʈɑ əlmɑri čʰən,,,I have one almirah.,,,
kudm1238-ihaveonealmirah,kudm1238,mər ʈʰin ənɑʈɑ hɑɽkɑ ɑheik,,,I have one almirah.,,,
beng1280-ihaveonealmirah,beng1280,ɑmɑr ækʈɑ ɑ:lmɪrɑ ɑčʰe,,,I have one almirah.,,,
assa1263-ihaveonealmirah,assa1263,mor ɛt̪ɑ ɑ:lmɑ:rɪ ɑsɛ,,,I have one almirah.,,,
marw1260-ihaveonealmirah,marw1260,mʰɑrɛ kənɛ ek əlmɑrɪ hɛ,,,I have one almirah.,,,
panj1256-ihaveonealmirah,panj1256,mere koɭ ek əlmɪrɑ hɛ,,,I have one almirah.,,,
adiv1239-ihaveonealmirah,adiv1239,morə ɡotɪe əlmɪrɑ əčʰɪ,,,I have one almirah.,,,
kash1277-ihaveonealmirah,kash1277,meh čʰə əkʰ əlmɑri,,,I have one almirah.,,,
mara1378-ihaveonealmirah,mara1378,mɑǰʰɑ kəɽe ek kəpɑʈ ɑhe,,,I have one almirah.,,,
guja1252-ihaveonealmirah,guja1252,mɑrɪ pɑse/ mɑre ek kəbɑʈ čʰe,,,I have one almirah.,,,
sind1272-ihaveonealmirah,sind1272,muhɪnǰe ʋəʈʰ ɪkk ɑlmɑrɪ ɑhe,,,I have one almirah.,,,
paha1251-ihaveonealmirah,paha1251,mere kol ek əlmɑri ɛ,,,I have one almirah.,,,
sada1242-ihaveonealmirah,sada1242,mor ǰə eɡo əlmɑri ɑhe,,,I have one almirah.,,,
wagd1238-ihaveonealmirah,wagd1238,mɑre pɑe ek əlmɑri he,,,I have one almirah.,,,
west2380-ihaveonealmirah,west2380,həmrɑ pɑs eɡo əlmirɑ həu,,,I have one almirah.,,,
sylh1242-ihaveonealmirah,sylh1242,ɑmɑr æxʈɑ ɑlmɑri ɑse,,,I have one almirah.,,,
urdu1245-ihaveonealmirah,urdu1245,mere pɑs ɑek əlmɑri hɛ,,,I have one almirah.,,,
halb1244-ihaveonealmirah,halb1244,močo ləɡe ɡoʈək əlmɑri ɑse,,,I have one almirah.,,,
maga1260-ihaveonealmirah,maga1260,həmər pɑs eɡo əlmɑri hɛ,,,I have one almirah.,,,
kull1236-ihaveonealmirah,kull1236,mu-ɑɡɛ ek əlmɑri sɑ,,,I have one almirah.,,,
dogr1250-ihavetwoalmirahs,dogr1250,mere koɭ do əlmɑriən ɛ,,,I have two almirahs.,,,
garh1243-ihavetwoalmirahs,garh1243,mjɑr pɑs dui əmlɑri čʰi,,,I have two almirahs.,,,
kuma1273-ihavetwoalmirahs,kuma1273,mer pɑs di əlmɑri čʰe,,,I have two almirahs.,,,
gadd1242-ihavetwoalmirahs,gadd1242,mu əlɛ do əlmɑri nə,,,I have two almirahs.,,,
goan1235-ihavetwoalmirahs,goan1235,mhəzɛ lɑɡɪ̃ d̪on ɑrmɑrɪ ɑsɑt̪,,,I have two almirahs.,,,
nepa1254-ihavetwoalmirahs,nepa1254,moi sitɑ duiʈɑ əlmɑri əru čʰən,,,I have two almirahs.,,,
kudm1238-ihavetwoalmirahs,kudm1238,mər ʈʰin dənɑʈɑ hɑɽkɑ ɑheik,,,I have two almirahs.,,,
beng1280-ihavetwoalmirahs,beng1280,ɑmɑr d̪uʈo ɑ:lmɪrɑ ɑčʰe,,,I have two almirahs.,,,
assa1263-ihavetwoalmirahs,assa1263,mor dʊt̪ɑ ɑ:lmɑ:rɪ ɑsɛ,,,I have two almirahs.,,,
marw1260-ihavetwoalmirahs,marw1260,mʰɑrɛ kənɛ do əlmɑrəjɑ hɛ,,,I have two almirahs.,,,
panj1256-ihavetwoalmirahs,panj1256,mere koɭ d̪o əlmɑrɪjɑ̃ hən,,,I have two almirahs.,,,
adiv1239-ihavetwoalmirahs,adiv1239,morə d̪uɪtɪ əlmɪrɑ əčʰ̪ɪ,,,I have two almirahs.,,,
kash1277-ihavetwoalmirahs,kash1277,meh čʰə žə əlmɑri,,,I have two almirahs.,,,
mara1378-ihavetwoalmirahs,mara1378,mɑǰʰɑ kəɽe d̪on kəpɑʈ ɑhet̪,,,I have two almirahs.,,,
guja1252-ihavetwoalmirahs,guja1252,mɑrɪ pɑse/ mɑre be kəbɑʈ čʰe,,,I have two almirahs.,,,
sind1272-ihavetwoalmirahs,sind1272,muhɪnǰe ʋəʈʰ bə ɑlmɑrɪju ən,,,I have two almirahs.,,,
paha1251-ihavetwoalmirahs,paha1251,mere kol do əlmɑriən,,,I have two almirahs.,,,
sada1242-ihavetwoalmirahs,sada1242,mor ǰə duiɡo əlmɑri ɑhe,,,I have two almirahs.,,,
wagd1238-ihavetwoalmirahs,wagd1238,mɑre pae be əlmɑri he,,,I have two almirahs.,,,
west2380-ihavetwoalmirahs,west2380,həmrɑ pɑs duɡo əlmirɑ həu,,,I have two almirahs.,,,
sylh1242-ihavetwoalmirahs,sylh1242,ɑmɑr duiʈɑ ɑlmɑri ɑse,,,I have two almirahs.,,,
urdu1245-ihavetwoalmirahs,urdu1245,mere pɑs do əlmɑrijɑ̃ hɛ̃,,,I have two almirahs.,,,
halb1244-ihavetwoalmirahs,halb1244,močo ləɡe du ʈʰɑn əlmɑri ɑsot,,,I have two almirahs.,,,
maga1260-ihavetwoalmirahs,maga1260,həmər pɑs duɡo əlmɑri hɛ,,,I have two almirahs.,,,
kull1236-ihavetwoalmirahs,kull1236,mu-ɑɡɛ dui əlmɑri sɑ,,,I have two almirahs.,,,
dogr1250-ihaveonebag,dogr1250,mere koɭ ek bɛɡ ɛ,,,I have one bag.,,,
garh1243-ihaveonebag,garh1243,mem/mjɑr pɑs ek bɛɡ čə,,,I have one bag.,,,
kuma1273-ihaveonebag,kuma1273,mer pɑs ek ǰʰol čʰu,,,I have one bag.,,,
gadd1242-ihaveonebag,gadd1242,mu əlɛ ək ǰoɽɑ,,,I have one bag.,,,
goan1235-ihaveonebag,goan1235,mhəzɛ lɑɡɪ̃ ek pot̪ɪ ɑsɑ,,,I have one bag.,,,
nepa1254-ihaveonebag,nepa1254,moi sitɑ eoʈɑ bɛɡ čʰə,,,I have one bag.,,,
kudm1238-ihaveonebag,kudm1238,mər ʈʰin ənɑʈɑ tʰeilɑ ɑheik,,,I have one bag.,,,
beng1280-ihaveonebag,beng1280,ɑmɑr ækʈɑ bæɡ ɑčʰe,,,I have one bag.,,,
assa1263-ihaveonebag,assa1263,mor ɛt̪a bɛɡ ɑsɛ,,,I have one bag.,,,
marw1260-ihaveonebag,marw1260,mʰɑrɛ kənɛ ek t̪ʰɛlo hɛ,,,I have one bag.,,,
panj1256-ihaveonebag,panj1256,mere koɭ ek t̪ʰɛɑ hɛ,,,I have one bag.,,,
adiv1239-ihaveonebag,adiv1239,morə ɡotɪe muɳɑ əčʰɪ,,,I have one bag.,,,
kash1277-ihaveonebag,kash1277,meh čʰu əkʰ bəst,,,I have one bag.,,,
mara1378-ihaveonebag,mara1378,mɑǰʰɑ kəɽe ek pɪsʋɪ ɑhe,,,I have one bag.,,,
guja1252-ihaveonebag,guja1252,mɑrɪ pɑse ek t̪ʰelo čʰe,,,I have one bag.,,,
sind1272-ihaveonebag,sind1272,muhɪnǰe ʋəʈʰ ɪkk ǰolo ɑhe,,,I have one bag.,,,
paha1251-ihaveonebag,paha1251,mere kol ek bəstɑ ɛ,,,I have one bag.,,,
sada1242-ihaveonebag,sada1242,mor ǰə eɡo tʰəilɑ/ǰʰolɑ ɑhe,,,I have one bag.,,,
wagd1238-ihaveonebag,wagd1238,mɑre pɑe ek bɛɡ he,,,I have one bag.,,,
west2380-ihaveonebag,west2380,həmrɑ pɑs eɡo bɛɡ həu,,,I have one bag.,,,
sans1269-ihaveonebag,sans1269,məm ekəh sjutəh əsti,,,I have one bag.,,,
sylh1242-ihaveonebag,sylh1242,ɑmɑr æxʈɑ bæɡ ɑse,,,I have one bag.,,,
urdu1245-ihaveonebag,urdu1245,mere pɑs ɑek bəstɑ hɛ,,,I have one bag.,,,
halb1244-ihaveonebag,halb1244,močo ləɡe ɡoʈək beɡ ɑse,,,I have one bag.,,,
maga1260-ihaveonebag,maga1260,həmər pɑs eɡo tʰəilɑ hɛ,,,I have one bag.,,,
kull1236-ihaveonebag,kull1236,mu-ɑɡɛ ek bɛɡ sɑ,,,I have one bag.,,,
dogr1250-ihavethreebags,dogr1250,mere koɭ trɛ bɛɡ ɛ,,,I have three bags.,,,
garh1243-ihavethreebags,garh1243,mjɑr pɑs tin bɛɡ čʰi,,,I have three bags.,,,
kuma1273-ihavethreebags,kuma1273,mer pɑs tin ǰʰol čʰe,,,I have three bags.,,,
gadd1242-ihavethreebags,gadd1242,mu əlɛ trɛ ǰoɽ-en,,,I have three bags.,,,
goan1235-ihavethreebags,goan1235,mhəzɛ lɑɡɪ̃ t̪ɪn pot̪ɪjo ɑsɑt̪,,,I have three bags.,,,
nepa1254-ihavethreebags,nepa1254,moi sitɑ duiʈɑ bɛɡ əru čʰən,,,I have three bags.,,,
kudm1238-ihavethreebags,kudm1238,mər ʈʰin ʈənɑʈɑ tʰeilɑ ɑheik,,,I have three bags.,,,
beng1280-ihavethreebags,beng1280,ɑmɑr t̪i:nʈe bæɡ ɑčʰe,,,I have three bags.,,,
assa1263-ihavethreebags,assa1263,mor t̪ɪnɪt̪a bɛɡ ɑsɛ,,,I have three bags.,,,
marw1260-ihavethreebags,marw1260,mʰɑrɛ kənɛ do t̪ʰɛlɑ hɛ,,,I have three bags.,,,
panj1256-ihavethreebags,panj1256,mere koɭ t̪ɪnn t̪ʰɛle hən,,,I have three bags.,,,
adiv1239-ihavethreebags,adiv1239,morə t̪ɪnotɪ muɳɑ əčʰɪ,,,I have three bags.,,,
kash1277-ihavethreebags,kash1277,meh čʰə trɛ bəst,,,I have three bags.,,,
mara1378-ihavethreebags,mara1378,mɑǰʰɑ kəɽe d̪on pɪsʋjɑ ɑhet̪,,,I have three bags.,,,
guja1252-ihavethreebags,guja1252,mɑrɪ pɑse t̪roɳ t̪ʰelɑ čʰe,,,I have three bags.,,,
sind1272-ihavethreebags,sind1272,muhɪnǰe ʋəʈʰ ʈre ǰolɑ ən,,,I have three bags.,,,
paha1251-ihavethreebags,paha1251,mere kol trɛ bəstɑ ən,,,I have three bags.,,,
sada1242-ihavethreebags,sada1242,mor ǰə tinɡo ǰʰolɑ ɑhe,,,I have three bags.,,,
wagd1238-ihavethreebags,wagd1238,mɑre pɑe trəɳ bɛɡ he,,,I have three bags.,,,
west2380-ihavethreebags,west2380,həmrɑ pɑs tinɡo bɛɡ həu,,,I have three bags.,,,
sans1269-ihavethreebags,sans1269,məm trəjəh sjutɑh sənti,,,I have three bags.,,,
sylh1242-ihavethreebags,sylh1242,ɑmɑr tinʈɑs bæɡ ɑse,,,I have three bags.,,,
urdu1245-ihavethreebags,urdu1245,mere pɑs tin bəste hɛ̃,,,I have three bags.,,,
halb1244-ihavethreebags,halb1244,močo ləɡe tin ʈʰən beɡ ɑsot,,,I have three bags.,,,
maga1260-ihavethreebags,maga1260,həmər pɑs tin ɡo tʰəilɑ hɛ,,,I have three bags.,,,
kull1236-ihavethreebags,kull1236,mu-ɑɡɛ trɑi bɛɡ sɑ,,,I have three bags.,,,
dogr1250-ihavefourbags,dogr1250,mere koɭ čɑr bɛɡ ɛ,,,I have four bags.,,,
garh1243-ihavefourbags,garh1243,mem čɑr bɛɡ čʰi,,,I have four bags.,,,
kuma1273-ihavefourbags,kuma1273,mer pɑs čɑr ǰʰol čʰe,,,I have four bags.,,,
gadd1242-ihavefourbags,gadd1242,mu əlɛ čɑr ǰoɽ-en,,,I have four bags.,,,
goan1235-ihavefourbags,goan1235,mhəzɛ lɑɡɪ̃ cɑr pot̪ɪjo ɑsɑt̪,,,I have four bags.,,,
nepa1254-ihavefourbags,nepa1254,moi sitɑ tinoʈɑ bɛɡ əru čʰən,,,I have four bags.,,,
kudm1238-ihavefourbags,kudm1238,mər ʈʰin čɑrɑʈɑ tʰeilɑ ɑheik,,,I have four bags.,,,
beng1280-ihavefourbags,beng1280,ɑmɑr čɑrʈe bæɡ ɑčʰe,,,I have four bags.,,,
assa1263-ihavefourbags,assa1263,mor sɑ:rɪt̪a bɛɡ ɑsɛ,,,I have four bags.,,,
marw1260-ihavefourbags,marw1260,mʰɑrɛ kənɛ tʃɑ:r t̪ʰɛlɑ hɛ,,,I have four bags.,,,
panj1256-ihavefourbags,panj1256,mere koɭ čɑr t̪ʰɛle hən,,,I have four bags.,,,
adiv1239-ihavefourbags,adiv1239,morə čɑrotɪ muɳɑ əčʰɪ,,,I have four bags.,,,
kash1277-ihavefourbags,kash1277,meh čʰə tʃor bəst,,,I have four bags.,,,
mara1378-ihavefourbags,mara1378,mɑǰʰɑ kəɽe t̪ɪn pɪsʋjɑ ɑhet̪,,,I have four bags.,,,
guja1252-ihavefourbags,guja1252,mɑrɪ pɑse čɑr t̪ʰelɑ čʰe,,,I have four bags.,,,
sind1272-ihavefourbags,sind1272,muhɪnǰe ʋəʈʰ čɑr ǰolɑ ən,,,I have four bags.,,,
paha1251-ihavefourbags,paha1251,mere kol čɑr bəstɑ ən,,,I have four bags.,,,
sada1242-ihavefourbags,sada1242,mor ǰə čɑirɡo ǰʰolɑ ɑhe,,,I have four bags.,,,
wagd1238-ihavefourbags,wagd1238,mɑre pɑe ʃɑr bɛɡ he,,,I have four bags.,,,
west2380-ihavefourbags,west2380,həmrɑ pɑs čɑrɡo bɛɡ həu,,,I have four bags.,,,
sans1269-ihavefourbags,sans1269,məm čətʋɑrəh sjutɑh sənti,,,I have four bags.,,,
sylh1242-ihavefourbags,sylh1242,ɑmɑr sɑiʈʈɑ bæɡ ɑse,,,I have four bags.,,,
urdu1245-ihavefourbags,urdu1245,mere pɑs tʃɑr bəste hɛ̃,,,I have four bags.,,,
halb1244-ihavefourbags,halb1244,močo ləɡe čɑr ʈʰən beɡ ɑsot,,,I have four bags.,,,
maga1260-ihavefourbags,maga1260,həmər pɑs čɑir ɡo tʰəilɑ hɛ,,,I have four bags.,,,
kull1236-ihavefourbags,kull1236,mu-ɑɡɛ tʃɑr bɛɡ sɑ,,,I have four bags.,,,
dogr1250-firstman,dogr1250,pɛlɑ bəndɑ,,,first man,,,
garh1243-firstman,garh1243,pɛlɑ ɑdim,,,first man,,,
kuma1273-firstman,kuma1273,pehlik ɑdim,,,first man,,,
gadd1242-firstman,gadd1242,pɛlɑ mɑɳu,,,first man,,,
goan1235-firstman,goan1235,pəjɔ d̪ɑd̪lɔ,,,first man,,,
nepa1254-firstman,nepa1254,pɛlo mɑnse,,,first man,,,
kudm1238-firstman,kudm1238,mirɑ həɽ,,,first man,,,
beng1280-firstman,beng1280,prot̪ʰom  lok,,,first man,,,
assa1263-firstman,assa1263,prɒt̪ʰɒm mɑnʊh,,,first man,,,
marw1260-firstman,marw1260,pɛlo ɑ:dəmɪ,,,first man,,,
panj1256-firstman,panj1256,pɛlɑ ɑd̪mɪ,,,first man,,,
adiv1239-firstman,adiv1239,prət̪ʰəmə purusə,,,first man,,,
kash1277-firstman,kash1277,ɡʋəɖnjuk mohinu,,,first man,,,
mara1378-firstman,mara1378,pəhɪlɑ mɑnus,,,first man,,,
guja1252-firstman,guja1252,pehlo mɑɳəs,,,first man,,,
sind1272-firstman,sind1272,peɽo bʰɑɪ,,,first man,,,
paha1251-firstman,paha1251,pelɑ ɑdmi,,,first man,,,
sada1242-firstman,sada1242,pehlɑ ɑdmi,,,first man,,,
wagd1238-firstman,wagd1238,pelo ɑdmi,,,first man,,,
west2380-firstman,west2380,pəhilɑ ɑdmi,,,first man,,,
sans1269-firstman,sans1269,prətʰəməh puruʂəh,,,first man,,,
sylh1242-firstman,sylh1242,frotom mɑnuʃ,,,first man,,,
urdu1245-firstman,urdu1245,pehlɑ ɑdmi,,,first man,,,
halb1244-firstman,halb1244,pəhil mənuk,,,first man,,,
maga1260-firstman,maga1260,pehlɑ lok,,,first man,,,
kull1236-firstman,kull1236,pɛlɑ mərd/mɑɳu,,,first man,,,
dogr1250-secondman,dogr1250,duɑ bəndɑ,,,second man,,,
garh1243-secondman,garh1243,dusrɑ ɑdim,,,second man,,,
kuma1273-secondman,kuma1273,dusər ɑdim,,,second man,,,
gadd1242-secondman,gadd1242,duɑ mɑɳu,,,second man,,,
goan1235-secondman,goan1235,d̪usrɔ d̪ɑd̪lɔ,,,second man,,,
nepa1254-secondman,nepa1254,dosro mɑnse,,,second man,,,
beng1280-secondman,beng1280,d̪ɪt̪io lok,,,second man,,,
assa1263-secondman,assa1263,drɪtɪɒ mɑnʊh,,,second man,,,
marw1260-secondman,marw1260,dʊɟo ɑ:dəmɪ,,,second man,,,
panj1256-secondman,panj1256,d̪uǰǰɑ ɑd̪mɪ,,,second man,,,
adiv1239-secondman,adiv1239,d̪ɪt̪ɪje purusə,,,second man,,,
kash1277-secondman,kash1277,d̪oɪjəm mohinu,,,second man,,,
mara1378-secondman,mara1378,d̪usrɑ  mɑnus,,,second man,,,
guja1252-secondman,guja1252,bɪǰo mɑɳəs,,,second man,,,
sind1272-secondman,sind1272,bɪjo bʰɑɪ,,,second man,,,
paha1251-secondman,paha1251,duɑ ɑdmi,,,second man,,,
sada1242-secondman,sada1242,dusrɑ ɑdmi,,,second man,,,
wagd1238-secondman,wagd1238,biǰo ɑdmi,,,second man,,,
west2380-secondman,west2380,dusrɑ ɑdmi,,,second man,,,
sans1269-secondman,sans1269,dʋitijəh puruʂəh,,,second man,,,
sylh1242-secondman,sylh1242,ditijo mɑnuʃ,,,second man,,,
urdu1245-secondman,urdu1245,dusrɑ ɑdmi,,,second man,,,
halb1244-secondman,halb1244,dusər mənuk,,,second man,,,
maga1260-secondman,maga1260,dusrɑ lok,,,second man,,,
kull1236-secondman,kull1236,duǰǰɑ mɑɳu,,,second man,,,
dogr1250-thirdman,dogr1250,trijɑ bədnɑ,,,third man,,,
garh1243-thirdman,garh1243,tisrɑ ɑdim,,,third man,,,
kuma1273-thirdman,kuma1273,tisər ɑdim,,,third man,,,
gadd1242-thirdman,gadd1242,trijɑ mɑɳu,,,third man,,,
goan1235-thirdman,goan1235,t̪ɪsrɔ d̪ɑd̪lɔ,,,third man,,,
nepa1254-thirdman,nepa1254,tesro mɑnse,,,third man,,,
beng1280-thirdman,beng1280,t̪rɪt̪io lok,,,third man,,,
assa1263-thirdman,assa1263,trɪtɪɒ mɑnʊh,,,third man,,,
marw1260-thirdman,marw1260,tɪɟo ɑ:dəmɪ,,,third man,,,
panj1256-thirdman,panj1256,t̪ɪǰǰɑ ɑd̪mɪ,,,third man,,,
adiv1239-thirdman,adiv1239,t̪rut̪ɪje purusə,,,third man,,,
kash1277-thirdman,kash1277,t̪reɪjəm mohinu,,,third man,,,
mara1378-thirdman,mara1378,t̪ɪsrɑ  mɑnus,,,third man,,,
guja1252-thirdman,guja1252,t̪ɪǰo mɑɳəs,,,third man,,,
sind1272-thirdman,sind1272,ʈɪo bʰɑɪ,,,third man,,,
paha1251-thirdman,paha1251,trijɑ ɑdmi,,,third man,,,
sada1242-thirdman,sada1242,tisrɑ ɑdmi,,,third man,,,
wagd1238-thirdman,wagd1238,tisro ɑdmi,,,third man,,,
west2380-thirdman,west2380,tisrɑ ɑdmi,,,third man,,,
sans1269-thirdman,sans1269,tritijəh puruʂəh,,,third man,,,
sylh1242-thirdman,sylh1242,tritijo mɑnuʃ,,,third man,,,
urdu1245-thirdman,urdu1245,tisrɑ ɑdmi,,,third man,,,
halb1244-thirdman,halb1244,tisər mənuk,,,third man,,,
maga1260-thirdman,maga1260,tisrɑ lok,,,third man,,,
kull1236-thirdman,kull1236,triǰɑ mɑɳu,,,third man,,,
dogr1250-fourthman,dogr1250,čɔtʰɑ bəndɑ,,,fourth man,,,
garh1243-fourthman,garh1243,čɔtʰɑ ɑdim,,,fourth man,,,
kuma1273-fourthman,kuma1273,čɔtʰɑ ɑdim,,,fourth man,,,
gadd1242-fourthman,gadd1242,čotʰɑ mɑɳu,,,fourth man,,,
goan1235-fourthman,goan1235,t͡səvt̪ɔ d̪ɑd̪lɔ,,,fourth man,,,
nepa1254-fourthman,nepa1254,tʃɔtʰo mɑnse,,,fourth man,,,
beng1280-fourthman,beng1280,čot̪urt̪ʰo lok,,,fourth man,,,
assa1263-fourthman,assa1263,sotʊrtʰɒ mɑnʊh,,,fourth man,,,
marw1260-fourthman,marw1260,čʰot̪ʰo ɑ:dəmɪ,,,fourth man,,,
panj1256-fourthman,panj1256,čɔt̪ʰɑ ɑd̪mɪ,,,fourth man,,,
adiv1239-fourthman,adiv1239,čət̪urt̪ʰə purusə,,,fourth man,,,
kash1277-fourthman,kash1277,tʃurjem mohinu,,,fourth man,,,
mara1378-fourthman,mara1378,čəʊt̪ʰɑ  mɑnus,,,fourth man,,,
guja1252-fourthman,guja1252,čɔʊt̪ʰo mɑɳəs,,,fourth man,,,
sind1272-fourthman,sind1272,čoʈʰo bʰɑɪ,,,fourth man,,,
paha1251-fourthman,paha1251,čotʰɑ ɑdmi,,,fourth man,,,
sada1242-fourthman,sada1242,čɔtʰɑ ɑdmi,,,fourth man,,,
wagd1238-fourthman,wagd1238,čɔtʰo ɑdmi,,,fourth man,,,
west2380-fourthman,west2380,čɔutʰɑ ɑdmi,,,fourth man,,,
sans1269-fourthman,sans1269,čəturtʰəh puruʂəh,,,fourth man,,,
sylh1242-fourthman,sylh1242,soturtʰo mɑnuʃ,,,fourth man,,,
urdu1245-fourthman,urdu1245,tʃɔtʰɑ ɑdmi,,,fourth man,,,
halb1244-fourthman,halb1244,čəʋtʰɑ mənuk,,,fourth man,,,
maga1260-fourthman,maga1260,čɔtʰɑ lok,,,fourth man,,,
kull1236-fourthman,kull1236,čɔutʰɑ mɑɳu,,,fourth man,,,
dogr1250-fifthman,dogr1250,pənǰmɑ bəndɑ,,,fifth man,,,
garh1243-fifthman,garh1243,pɑ̃čʋɑ ɑdim,,,fifth man,,,
kuma1273-fifthman,kuma1273,pəču ɑdim,,,fifth man,,,
gadd1242-fifthman,gadd1242,pəimɑ mɑɳu,,,fifth man,,,
goan1235-fifthman,goan1235,pɑ̃t͡svɔ d̪ɑd̪lɔ,,,fifth man,,,
nepa1254-fifthman,nepa1254,pɑ̃tʃo mɑnse,,,fifth man,,,
beng1280-fifthman,beng1280,pɔnčom lok,,,fifth man,,,
assa1263-fifthman,assa1263,pɑ:snɒmbor mɑnʊh,,,fifth man,,,
marw1260-fifthman,marw1260,pɑ:nčəro  ɑ:dəmɪ,,,fifth man,,,
panj1256-fifthman,panj1256,pənǰʋɑ̃ ɑd̪mɪ,,,fifth man,,,
adiv1239-fifthman,adiv1239,pə̃nčəmə purusə,,,fifth man,,,
kash1277-fifthman,kash1277,pũtʃjəm mohinu,,,fifth man,,,
mara1378-fifthman,mara1378,pɑ̃nčʋɑ  mɑnus,,,fifth man,,,
guja1252-fifthman,guja1252,pɑ̃nčmo mɑɳəs,,,fifth man,,,
sind1272-fifthman,sind1272,pənǰo bʰɑɪ,,,fifth man,,,
paha1251-fifthman,paha1251,pənǰmɑ ɑdmi,,,fifth man,,,
sada1242-fifthman,sada1242,pɑčʋɑ ɑdmi,,,fifth man,,,
wagd1238-fifthman,wagd1238,pɑčʋo ɑdmi,,,fifth man,,,
west2380-fifthman,west2380,pə̃čmɑ ɑdmi,,,fifth man,,,
